mes,response_code,Estatus,membership_number,Owner,qty
01/01/24 0:00,03,Soft Codes,9267098,WELL TALK (PROPIA),1
01/01/24 0:00,03,Soft Codes,9277044,CAPADOLA (PROPIA),1
01/01/24 0:00,03,Soft Codes,9284017,PENDIENTE,6
01/01/24 0:00,04,Hard Codes,7861205,MIFEL (PROPIA),1
01/01/24 0:00,04,Hard Codes,7869997,MIFEL (PROPIA),2
01/01/24 0:00,04,Hard Codes,7870110,MIFEL (PROPIA),2
01/01/24 0:00,04,Hard Codes,9094314,Bankaool,1
01/01/24 0:00,04,Hard Codes,9222744,WELL TALK (PROPIA),2
01/01/24 0:00,04,Hard Codes,9222752,WELL TALK (PROPIA),2
01/01/24 0:00,04,Hard Codes,9222805,WELL TALK (PROPIA),1
01/01/24 0:00,04,Hard Codes,9226542,WELL TALK (PROPIA),2
01/01/24 0:00,04,Hard Codes,9242977,GPTM (PROPIA),1
01/01/24 0:00,04,Hard Codes,9255967,WELL TALK (PROPIA),1
01/01/24 0:00,04,Hard Codes,9255997,WELL TALK (PROPIA),1
01/01/24 0:00,04,Hard Codes,9261095,Kushki,2
01/01/24 0:00,04,Hard Codes,9267092,WELL TALK (PROPIA),1
01/01/24 0:00,04,Hard Codes,9267095,WELL TALK (PROPIA),1
01/01/24 0:00,04,Hard Codes,9267098,WELL TALK (PROPIA),1
01/01/24 0:00,04,Hard Codes,9277041,CAPADOLA (PROPIA),1
01/01/24 0:00,05,Soft Codes,7861190,MIFEL (PROPIA),5
01/01/24 0:00,05,Soft Codes,7861191,MIFEL (PROPIA),6
01/01/24 0:00,05,Soft Codes,7861194,MIFEL (PROPIA),6
01/01/24 0:00,05,Soft Codes,7861201,MIFEL (PROPIA),9
01/01/24 0:00,05,Soft Codes,7861203,MIFEL (PROPIA),13
01/01/24 0:00,05,Soft Codes,7861205,MIFEL (PROPIA),13
01/01/24 0:00,05,Soft Codes,7861207,MIFEL (PROPIA),3
01/01/24 0:00,05,Soft Codes,7861216,MIFEL (PROPIA),14
01/01/24 0:00,05,Soft Codes,7861219,MIFEL (PROPIA),6
01/01/24 0:00,05,Soft Codes,7861224,MIFEL (PROPIA),3
01/01/24 0:00,05,Soft Codes,7861231,MIFEL (PROPIA),1
01/01/24 0:00,05,Soft Codes,7861235,MIFEL (PROPIA),6
01/01/24 0:00,05,Soft Codes,7861238,MIFEL (PROPIA),6
01/01/24 0:00,05,Soft Codes,7869964,MIFEL (PROPIA),15
01/01/24 0:00,05,Soft Codes,7870019,MIFEL (PROPIA),1
01/01/24 0:00,05,Soft Codes,7870023,MIFEL (PROPIA),1
01/01/24 0:00,05,Soft Codes,7870076,MIFEL (PROPIA),9
01/01/24 0:00,05,Soft Codes,7870085,MIFEL (PROPIA),4
01/01/24 0:00,05,Soft Codes,7870121,MIFEL (PROPIA),4
01/01/24 0:00,05,Soft Codes,7870134,MIFEL (PROPIA),5
01/01/24 0:00,05,Soft Codes,7870607,MIFEL (PROPIA),2
01/01/24 0:00,05,Soft Codes,7870627,MIFEL (PROPIA),1
01/01/24 0:00,05,Soft Codes,7872434,MIFEL (PROPIA),2
01/01/24 0:00,05,Soft Codes,7872447,MIFEL (PROPIA),1
01/01/24 0:00,05,Soft Codes,7873661,MIFEL (PROPIA),2
01/01/24 0:00,05,Soft Codes,7993636,MIFEL (PROPIA),2
01/01/24 0:00,05,Soft Codes,8168976,MIFEL (PROPIA),1
01/01/24 0:00,05,Soft Codes,9014710,GPTM (PROPIA),17
01/01/24 0:00,05,Soft Codes,9014711,GPTM (PROPIA),4
01/01/24 0:00,05,Soft Codes,9089850,BANKAOOL,43
01/01/24 0:00,05,Soft Codes,9094314,Bankaool,64
01/01/24 0:00,05,Soft Codes,9096259,Bankaool,15
01/01/24 0:00,05,Soft Codes,9105576,WELL TALK (PROPIA),1
01/01/24 0:00,05,Soft Codes,9105700,Bankaool,1
01/01/24 0:00,05,Soft Codes,9144321,GPTM,19
01/01/24 0:00,05,Soft Codes,9162875,BANKAOOL,35
01/01/24 0:00,05,Soft Codes,9172541,WELL TALK (PROPIA),31
01/01/24 0:00,05,Soft Codes,9196300,WELL TALK (PROPIA),1
01/01/24 0:00,05,Soft Codes,9203212,Banorte,5
01/01/24 0:00,05,Soft Codes,9222744,WELL TALK (PROPIA),20
01/01/24 0:00,05,Soft Codes,9222751,WELL TALK (PROPIA),28
01/01/24 0:00,05,Soft Codes,9222752,WELL TALK (PROPIA),20
01/01/24 0:00,05,Soft Codes,9222805,WELL TALK (PROPIA),23
01/01/24 0:00,05,Soft Codes,9226542,WELL TALK (PROPIA),26
01/01/24 0:00,05,Soft Codes,9242977,GPTM (PROPIA),12
01/01/24 0:00,05,Soft Codes,9242978,GPTM (PROPIA),9
01/01/24 0:00,05,Soft Codes,9242979,GPTM (PROPIA),1
01/01/24 0:00,05,Soft Codes,9248017,Bankaool,8
01/01/24 0:00,05,Soft Codes,9255967,WELL TALK (PROPIA),16
01/01/24 0:00,05,Soft Codes,9255983,WELL TALK (PROPIA),2
01/01/24 0:00,05,Soft Codes,9255988,WELL TALK (PROPIA),21
01/01/24 0:00,05,Soft Codes,9255997,WELL TALK (PROPIA),3
01/01/24 0:00,05,Soft Codes,9256046,WELL TALK (PROPIA),3
01/01/24 0:00,05,Soft Codes,9256630,Bankaool,2
01/01/24 0:00,05,Soft Codes,9256636,BANKAOOL,6
01/01/24 0:00,05,Soft Codes,9261095,Kushki,86
01/01/24 0:00,05,Soft Codes,9261095,Kushki,3
01/01/24 0:00,05,Soft Codes,9261761,GPTM,26
01/01/24 0:00,05,Soft Codes,9263608,WELL TALK (PROPIA),2
01/01/24 0:00,05,Soft Codes,9263640,WELL TALK (PROPIA),7
01/01/24 0:00,05,Soft Codes,9263652,WELL TALK (PROPIA),1
01/01/24 0:00,05,Soft Codes,9263653,WELL TALK (PROPIA),14
01/01/24 0:00,05,Soft Codes,9263654,WELL TALK (PROPIA),12
01/01/24 0:00,05,Soft Codes,9267088,WELL TALK (PROPIA),4
01/01/24 0:00,05,Soft Codes,9267090,WELL TALK (PROPIA),1
01/01/24 0:00,05,Soft Codes,9267092,WELL TALK (PROPIA),19
01/01/24 0:00,05,Soft Codes,9267095,WELL TALK (PROPIA),2
01/01/24 0:00,05,Soft Codes,9267098,WELL TALK (PROPIA),4
01/01/24 0:00,05,Soft Codes,9277028,CAPADOLA (PROPIA),2
01/01/24 0:00,05,Soft Codes,9277031,CAPADOLA (PROPIA),1
01/01/24 0:00,05,Soft Codes,9277036,CAPADOLA (PROPIA),3
01/01/24 0:00,05,Soft Codes,9277041,CAPADOLA (PROPIA),10
01/01/24 0:00,05,Soft Codes,9277044,CAPADOLA (PROPIA),17
01/01/24 0:00,06,Hard Codes,7869964,MIFEL (PROPIA),1
01/01/24 0:00,06,Hard Codes,9094314,Bankaool,1
01/01/24 0:00,06,Hard Codes,9261095,Kushki,3
01/01/24 0:00,06,Hard Codes,9261761,GPTM,5
01/01/24 0:00,100,Amex Error,8480738574,AMEX,1174
01/01/24 0:00,100,Amex Error,8481547982,AMEX,66
01/01/24 0:00,1000,Soft Codes,9261095,Kushki,6
01/01/24 0:00,101,Amex Error,8480738574,AMEX,9
01/01/24 0:00,111,Amex Error,8480738574,AMEX,3
01/01/24 0:00,12,Soft Codes,7861190,MIFEL (PROPIA),3
01/01/24 0:00,12,Soft Codes,7861191,MIFEL (PROPIA),2
01/01/24 0:00,12,Soft Codes,7861219,MIFEL (PROPIA),3
01/01/24 0:00,12,Soft Codes,7861235,MIFEL (PROPIA),3
01/01/24 0:00,12,Soft Codes,7861238,MIFEL (PROPIA),4
01/01/24 0:00,12,Soft Codes,7869964,MIFEL (PROPIA),2
01/01/24 0:00,12,Soft Codes,7870110,MIFEL (PROPIA),3
01/01/24 0:00,12,Soft Codes,7870121,MIFEL (PROPIA),2
01/01/24 0:00,12,Soft Codes,7870134,MIFEL (PROPIA),8
01/01/24 0:00,12,Soft Codes,7870607,MIFEL (PROPIA),2
01/01/24 0:00,12,Soft Codes,7872447,MIFEL (PROPIA),3
01/01/24 0:00,12,Soft Codes,8480738574,AMEX,111
01/01/24 0:00,12,Soft Codes,9014710,GPTM (PROPIA),2
01/01/24 0:00,12,Soft Codes,9014711,GPTM (PROPIA),1
01/01/24 0:00,12,Soft Codes,9089850,BANKAOOL,8
01/01/24 0:00,12,Soft Codes,9089850,BANKAOOL,1
01/01/24 0:00,12,Soft Codes,9094314,Bankaool,9
01/01/24 0:00,12,Soft Codes,9096259,Bankaool,5
01/01/24 0:00,12,Soft Codes,9105683,BANKAOOL,3
01/01/24 0:00,12,Soft Codes,9117432,WELL TALK (PROPIA),3
01/01/24 0:00,12,Soft Codes,9144321,GPTM,5
01/01/24 0:00,12,Soft Codes,9162156,BANKAOOL,2
01/01/24 0:00,12,Soft Codes,9162875,BANKAOOL,2
01/01/24 0:00,12,Soft Codes,9172541,WELL TALK (PROPIA),7
01/01/24 0:00,12,Soft Codes,9203212,Banorte,11
01/01/24 0:00,12,Soft Codes,9211015,Bankaool,1
01/01/24 0:00,12,Soft Codes,9222744,WELL TALK (PROPIA),57
01/01/24 0:00,12,Soft Codes,9222751,WELL TALK (PROPIA),29
01/01/24 0:00,12,Soft Codes,9222752,WELL TALK (PROPIA),33
01/01/24 0:00,12,Soft Codes,9222805,WELL TALK (PROPIA),30
01/01/24 0:00,12,Soft Codes,9226542,WELL TALK (PROPIA),45
01/01/24 0:00,12,Soft Codes,9242976,GPTM (PROPIA),2
01/01/24 0:00,12,Soft Codes,9242977,GPTM (PROPIA),2
01/01/24 0:00,12,Soft Codes,9242978,GPTM (PROPIA),4
01/01/24 0:00,12,Soft Codes,9255967,WELL TALK (PROPIA),13
01/01/24 0:00,12,Soft Codes,9255983,WELL TALK (PROPIA),24
01/01/24 0:00,12,Soft Codes,9255988,WELL TALK (PROPIA),12
01/01/24 0:00,12,Soft Codes,9255997,WELL TALK (PROPIA),8
01/01/24 0:00,12,Soft Codes,9256046,WELL TALK (PROPIA),18
01/01/24 0:00,12,Soft Codes,9261095,Kushki,24
01/01/24 0:00,12,Soft Codes,9263608,WELL TALK (PROPIA),23
01/01/24 0:00,12,Soft Codes,9263640,WELL TALK (PROPIA),22
01/01/24 0:00,12,Soft Codes,9263652,WELL TALK (PROPIA),40
01/01/24 0:00,12,Soft Codes,9263653,WELL TALK (PROPIA),31
01/01/24 0:00,12,Soft Codes,9263654,WELL TALK (PROPIA),20
01/01/24 0:00,12,Soft Codes,9267088,WELL TALK (PROPIA),31
01/01/24 0:00,12,Soft Codes,9267090,WELL TALK (PROPIA),17
01/01/24 0:00,12,Soft Codes,9267092,WELL TALK (PROPIA),13
01/01/24 0:00,12,Soft Codes,9267095,WELL TALK (PROPIA),27
01/01/24 0:00,12,Soft Codes,9267098,WELL TALK (PROPIA),24
01/01/24 0:00,12,Soft Codes,9277028,CAPADOLA (PROPIA),9
01/01/24 0:00,12,Soft Codes,9277029,CAPADOLA (PROPIA),1
01/01/24 0:00,12,Soft Codes,9277031,CAPADOLA (PROPIA),9
01/01/24 0:00,12,Soft Codes,9277036,CAPADOLA (PROPIA),8
01/01/24 0:00,12,Soft Codes,9277041,CAPADOLA (PROPIA),10
01/01/24 0:00,12,Soft Codes,9277044,CAPADOLA (PROPIA),9
01/01/24 0:00,122,Amex Error,8480738574,AMEX,15
01/01/24 0:00,14,Hard Codes,7870085,MIFEL (PROPIA),2
01/01/24 0:00,14,Hard Codes,7872447,MIFEL (PROPIA),2
01/01/24 0:00,14,Hard Codes,9014710,GPTM (PROPIA),2
01/01/24 0:00,14,Hard Codes,9089850,BANKAOOL,5
01/01/24 0:00,14,Hard Codes,9094314,Bankaool,1
01/01/24 0:00,14,Hard Codes,9105700,Bankaool,1
01/01/24 0:00,14,Hard Codes,9172541,WELL TALK (PROPIA),6
01/01/24 0:00,14,Hard Codes,9203212,Banorte,4
01/01/24 0:00,14,Hard Codes,9222744,WELL TALK (PROPIA),174
01/01/24 0:00,14,Hard Codes,9222751,WELL TALK (PROPIA),196
01/01/24 0:00,14,Hard Codes,9222752,WELL TALK (PROPIA),178
01/01/24 0:00,14,Hard Codes,9222805,WELL TALK (PROPIA),198
01/01/24 0:00,14,Hard Codes,9226542,WELL TALK (PROPIA),153
01/01/24 0:00,14,Hard Codes,9248017,Bankaool,1
01/01/24 0:00,14,Hard Codes,9255967,WELL TALK (PROPIA),95
01/01/24 0:00,14,Hard Codes,9255983,WELL TALK (PROPIA),82
01/01/24 0:00,14,Hard Codes,9255988,WELL TALK (PROPIA),74
01/01/24 0:00,14,Hard Codes,9255997,WELL TALK (PROPIA),74
01/01/24 0:00,14,Hard Codes,9256046,WELL TALK (PROPIA),87
01/01/24 0:00,14,Hard Codes,9256630,Bankaool,1
01/01/24 0:00,14,Hard Codes,9261095,Kushki,2
01/01/24 0:00,14,Hard Codes,9261095,Kushki,1
01/01/24 0:00,14,Hard Codes,9261761,GPTM,2
01/01/24 0:00,14,Hard Codes,9263608,WELL TALK (PROPIA),84
01/01/24 0:00,14,Hard Codes,9263640,WELL TALK (PROPIA),90
01/01/24 0:00,14,Hard Codes,9263652,WELL TALK (PROPIA),66
01/01/24 0:00,14,Hard Codes,9263653,WELL TALK (PROPIA),99
01/01/24 0:00,14,Hard Codes,9263654,WELL TALK (PROPIA),89
01/01/24 0:00,14,Hard Codes,9267088,WELL TALK (PROPIA),74
01/01/24 0:00,14,Hard Codes,9267090,WELL TALK (PROPIA),65
01/01/24 0:00,14,Hard Codes,9267092,WELL TALK (PROPIA),80
01/01/24 0:00,14,Hard Codes,9267095,WELL TALK (PROPIA),100
01/01/24 0:00,14,Hard Codes,9267098,WELL TALK (PROPIA),87
01/01/24 0:00,14,Hard Codes,9277028,CAPADOLA (PROPIA),12
01/01/24 0:00,14,Hard Codes,9277031,CAPADOLA (PROPIA),10
01/01/24 0:00,14,Hard Codes,9277036,CAPADOLA (PROPIA),13
01/01/24 0:00,14,Hard Codes,9277041,CAPADOLA (PROPIA),10
01/01/24 0:00,14,Hard Codes,9277044,CAPADOLA (PROPIA),14
01/01/24 0:00,2000,Iso Error,7861238,MIFEL (PROPIA),1
01/01/24 0:00,2000,Iso Error,7870019,MIFEL (PROPIA),1
01/01/24 0:00,2000,Iso Error,7993636,MIFEL (PROPIA),2
01/01/24 0:00,2000,Iso Error,9014710,GPTM (PROPIA),17
01/01/24 0:00,2000,Iso Error,9014711,GPTM (PROPIA),6
01/01/24 0:00,2000,Iso Error,9089850,BANKAOOL,7
01/01/24 0:00,2000,Iso Error,9094314,Bankaool,25
01/01/24 0:00,2000,Iso Error,9096259,Bankaool,11
01/01/24 0:00,2000,Iso Error,9144321,GPTM,6
01/01/24 0:00,2000,Iso Error,9162875,BANKAOOL,4
01/01/24 0:00,2000,Iso Error,9172541,WELL TALK (PROPIA),4
01/01/24 0:00,2000,Iso Error,9211015,Bankaool,1
01/01/24 0:00,2000,Iso Error,9222744,WELL TALK (PROPIA),5
01/01/24 0:00,2000,Iso Error,9222751,WELL TALK (PROPIA),8
01/01/24 0:00,2000,Iso Error,9222752,WELL TALK (PROPIA),9
01/01/24 0:00,2000,Iso Error,9222805,WELL TALK (PROPIA),4
01/01/24 0:00,2000,Iso Error,9226542,WELL TALK (PROPIA),12
01/01/24 0:00,2000,Iso Error,9242976,GPTM (PROPIA),1
01/01/24 0:00,2000,Iso Error,9242977,GPTM (PROPIA),8
01/01/24 0:00,2000,Iso Error,9242978,GPTM (PROPIA),13
01/01/24 0:00,2000,Iso Error,9242979,GPTM (PROPIA),1
01/01/24 0:00,2000,Iso Error,9248017,Bankaool,2
01/01/24 0:00,2000,Iso Error,9255967,WELL TALK (PROPIA),3
01/01/24 0:00,2000,Iso Error,9255983,WELL TALK (PROPIA),7
01/01/24 0:00,2000,Iso Error,9255988,WELL TALK (PROPIA),2
01/01/24 0:00,2000,Iso Error,9255997,WELL TALK (PROPIA),5
01/01/24 0:00,2000,Iso Error,9256046,WELL TALK (PROPIA),2
01/01/24 0:00,2000,Iso Error,9256630,Bankaool,2
01/01/24 0:00,2000,Iso Error,9261095,Kushki,27
